Name	Start	Duration	Time Format	Type	Description
締め	3:07:58.860	0:00.000	decimal	Cue	
名付け	3:01:33.769	0:00.000	decimal	Cue	
2021のPodcast目標	2:58:16.160	0:00.000	decimal	Cue	
2020年Podcastへの向き方変わった　	2:55:31.204	0:00.000	decimal	Cue	
大切な人を一言で言うなら…	2:53:21.954	0:00.000	decimal	Cue	
2021年総括 ひとをだいじに	2:49:20.000	0:00.000	decimal	Cue	
Podcast	2:42:22.827	0:00.000	decimal	Cue	
2021への意気込みからの2020年ハイライト	2:41:26.727	0:00.000	decimal	Cue	
9月以降	2:40:13.114	0:00.000	decimal	Cue	
8月 トランプ支持	2:36:45.369	0:00.000	decimal	Cue	
7月	2:30:42.811	0:00.000	decimal	Cue	
オンラインカジノ	2:11:03.533	0:00.000	decimal	Cue	
自然言語処理	2:06:17.485	0:00.000	decimal	Cue	
かつて神童だったあなたへ	2:02:06.946	0:00.000	decimal	Cue	
本人解説	1:55:23.651	0:00.000	decimal	Cue	
朗読	1:52:09.522	0:00.000	decimal	Cue	
黒歴史ポエム	1:47:20.000	0:00.000	decimal	Cue	
ファミリー	1:37:29.379	0:00.000	decimal	Cue	
7月	1:36:10.994	0:00.000	decimal	Cue	
5月 BLM 甲子園延期	1:31:06.825	0:00.000	decimal	Cue	
4月 転機	1:21:38.621	0:00.000	decimal	Cue	
3月	1:20:24.777	0:00.000	decimal	Cue	
2月 韓国 Jリーグ ノムさん　　 	1:17:00.000	0:00.000	decimal	Cue	
lil nas x	1:09:46.389	0:00.000	decimal	Cue	
定番になると嫌	53:37.808	0:00.000	decimal	Cue	
2020年振り返り1月	46:50.782	0:00.000	decimal	Cue	
不安を煽ってる？	30:42.861	0:00.000	decimal	Cue	
 コロナ	27:28.186	0:00.000	decimal	Cue	
ビットコイン(投資)	25:59.460	0:00.000	decimal	Cue	
2020年振り返り	23:05.275	0:00.000	decimal	Cue	
清潔感を持って	11:50.034	0:00.000	decimal	Cue	
模様替え	10:32.739	0:00.000	decimal	Cue	
復活	10:05.240	0:00.000	decimal	Cue	
ひとりではなします　	5:20.000	0:00.000	decimal	Cue	
among us	0:00.000	0:00.000	decimal	Cue	
