Name	Start	Duration	Time Format	Type	Description
サッカー	0:00.000	0:00.000	decimal	Cue	
Kondo登場	8:09.751	0:00.000	decimal	Cue	
コナン	13:11.530	0:00.000	decimal	Cue	
Gota #1	16:00.630	0:00.000	decimal	Cue	
Kondo #1	19:57.151	0:00.000	decimal	Cue	
Gota #2	24:17.129	0:00.000	decimal	Cue	
Kondo #2	28:46.071	0:00.000	decimal	Cue	
Gota #3	31:41.070	0:00.000	decimal	Cue	
Kondo #3	36:53.455	0:00.000	decimal	Cue	
ベストネーム	42:22.784	0:00.000	decimal	Cue	
パパになる	53:15.954	0:00.000	decimal	Cue	
パパから一言	1:04:35.000	0:00.000	decimal	Cue	
