Name	Start	Duration	Time Format	Type	Description
日本酷暑	0:00.000	0:00.000	decimal	Cue	
女子W杯	7:59.007	0:00.000	decimal	Cue	
女子サッカー最近の動向	13:07.205	0:00.000	decimal	Cue	
一方日本は	22:57.745	0:00.000	decimal	Cue	
桁違いのサッカー人気	28:31.120	0:00.000	decimal	Cue	
歴史の転換点	33:59.103	0:00.000	decimal	Cue	
日本代表	41:08.487	0:00.000	decimal	Cue	
ワールドカップ熱をどう活かすか	52:34.146	0:00.000	decimal	Cue	
2023大会	1:02:33.380	0:00.000	decimal	Cue	
油断大敵の今後の戦い	1:22:04.389	0:00.000	decimal	Cue	
今大会ベストゲーム	1:27:42.901	0:00.000	decimal	Cue	
宮澤に対する仙台サポの葛藤	1:34:03.467	0:00.000	decimal	Cue	
リンダ・カイセドのゴール	1:35:16.027	0:00.000	decimal	Cue	
オーストラリア・ニュージーランド共催	1:37:51.116	0:00.000	decimal	Cue	
審判団がかっこいい	1:40:55.997	0:00.000	decimal	Cue	
Dear Taizaw-san	1:50:50.841	0:00.000	decimal	Cue	
ワンバック特集やりたい	1:57:49.206	0:00.000	decimal	Cue	
ラピノーのスピーチ	1:59:17.474	0:00.000	decimal	Cue	
