Name	Start	Duration	Time Format	Type	Description
1年半ぶり巧	0:00.000	0:00.000	decimal	Cue	
仏検合格おめでとう	2:28.498	0:00.000	decimal	Cue	
モチベーション	9:57.635	0:00.000	decimal	Cue	
２８日後に勝つ佐藤	20:19.473	0:00.000	decimal	Cue	
Duolingo	24:55.000	0:00.000	decimal	Cue	
足りなかったところ	25:49.089	0:00.000	decimal	Cue	
ワーホリ	36:50.712	0:00.000	decimal	Cue	
ファム	44:08.616	0:00.000	decimal	Cue	
ゲーミフィケーション	45:17.862	0:00.000	decimal	Cue	
自分を育てるRPGゲーム	59:51.823	0:00.000	decimal	Cue	
プレミアで一番熱い男・テームプッキ	1:14:05.773	0:00.000	decimal	Cue	
