Name	Start	Duration	Time Format	Type	Description
まとめ	2:05:14.178	0:00.000	decimal	Cue	
9: 駒場	1:57:41.438	0:00.000	decimal	Cue	
8: 家、ついて行ってイイですか	1:49:37.097	0:00.000	decimal	Cue	
7: ミスチル	1:36:09.690	0:00.000	decimal	Cue	
6: 塾講師	1:24:26.974	0:00.000	decimal	Cue	
5: プロアクションリプレイ	1:18:41.753	0:00.000	decimal	Cue	
清水ペガサスカップ	1:02:33.831	0:00.000	decimal	Cue	
4: サッカー	48:43.053	0:00.000	decimal	Cue	
3: 放送室	30:59.709	0:00.000	decimal	Cue	
2: ビリーズブートキャンプ	16:52.904	0:00.000	decimal	Cue	
1: イングランド旅行	4:18.370	0:00.000	decimal	Cue	
12人目の打線回	0:00.000	0:00.000	decimal	Cue	
