Name	Start	Duration	Time Format	Type	Description
ビール学始めます	1:54:41.214	0:00.000	decimal	Cue	
ポッドキャストはじめます	1:52:06.213	0:00.000	decimal	Cue	
贈り物としてのビール	1:41:42.499	0:00.000	decimal	Cue	
美味しさの4分類	1:37:50.000	0:00.000	decimal	Cue	
美味しいってなに？	1:33:40.000	0:00.000	decimal	Cue	
手段としての映画、目的としての映画	1:25:01.205	0:00.000	decimal	Cue	
おいしさと身体性	1:15:06.609	0:00.000	decimal	Cue	
好きなもので学ぶ	1:07:32.278	0:00.000	decimal	Cue	
ポッドキャストの難しさ	1:04:08.272	0:00.000	decimal	Cue	
サッカーを勉強する	55:48.868	0:00.000	decimal	Cue	
ビール学	43:47.377	0:00.000	decimal	Cue	
酒税免許	37:26.337	0:00.000	decimal	Cue	
日本のホームブルーイング	27:37.762	0:00.000	decimal	Cue	
醸造家になるまで	17:56.579	0:00.000	decimal	Cue	
地域商社へ	10:13.294	0:00.000	decimal	Cue	
生い立ち	0:00.000	0:00.000	decimal	Cue	
