Name	Start	Duration	Time Format	Type	Description
エンディング	2:18:11.136	0:00.000	decimal	Cue	
スポーツの未来	2:07:46.039	0:00.000	decimal	Cue	
給料・スポーツベッティング	2:04:18.369	0:00.000	decimal	Cue	
プロの経済	1:46:13.686	0:00.000	decimal	Cue	
ドイツ	1:40:08.761	0:00.000	decimal	Cue	
オリンピックの好きなところ	1:17:34.200	0:00.000	decimal	Cue	
オリンピック	59:34.891	0:00.000	decimal	Cue	
他スポーツとの比較	52:52.055	0:00.000	decimal	Cue	
審判	37:36.706	0:00.000	decimal	Cue	
スポーツの持つ価値…	31:52.459	0:00.000	decimal	Cue	
プロスポーツだけがスポーツ？	28:28.459	0:00.000	decimal	Cue	
賭けとの関係性	23:13.293	0:00.000	decimal	Cue	
アマチュアリズム	16:02.044	0:00.000	decimal	Cue	
J1	0:00.000	0:00.000	decimal	Cue	
