Name	Start	Duration	Time Format	Type	Description
アフタートーク	1:54:46.000	0:00.000	decimal	Cue	
カシューフルーツ	1:50:36.435	0:00.000	decimal	Cue	
やってるうちに好きになる	1:44:50.222	0:00.000	decimal	Cue	
選択肢のジレンマ	1:34:36.440	0:00.000	decimal	Cue	
コミットメント	1:29:21.522	0:00.000	decimal	Cue	
仲間を増やす	1:18:01.672	0:00.000	decimal	Cue	
リスクの低いこと	1:06:38.193	0:00.000	decimal	Cue	
行動して道を開く	57:43.745	0:00.000	decimal	Cue	
サウナ	54:56.090	0:00.000	decimal	Cue	
ガーナの特産品	51:40.231	0:00.000	decimal	Cue	
帰国後	47:35.889	0:00.000	decimal	Cue	
西アフリカ他国	42:31.656	0:00.000	decimal	Cue	
Antcicada	32:43.421	0:00.000	decimal	Cue	
宿	21:33.793	0:00.000	decimal	Cue	
カシューナッツ	9:25.231	0:00.000	decimal	Cue	
ガーナに行きます	0:00.000	0:00.000	decimal	Cue	
