Name	Start	Duration	Time Format	Type	Description
フィットネス支部	0:00.000	0:00.000	decimal	Cue	
湯田の筋トレ習慣	2:51.890	0:00.000	decimal	Cue	
筋トレのきっかけ	5:32.932	0:00.000	decimal	Cue	
陸上部のトレーニング	10:24.054	0:00.000	decimal	Cue	
ウエイトトレーニング	20:09.972	0:00.000	decimal	Cue	
ゴールドジムのすごいところ	27:03.351	0:00.000	decimal	Cue	
モチベ探しはスキル	29:33.323	0:00.000	decimal	Cue	
根拠のない自信	36:07.231	0:00.000	decimal	Cue	
一日一部位？全身トレーニング？	41:32.533	0:00.000	decimal	Cue	
一日の順番	56:53.593	0:00.000	decimal	Cue	
質問：休憩どうしてますか	1:00:28.132	0:00.000	decimal	Cue	
食事	1:09:12.591	0:00.000	decimal	Cue	
栄養管理	1:16:51.363	0:00.000	decimal	Cue	
YouTuber	1:28:54.964	0:00.000	decimal	Cue	
