Name	Start	Duration	Time Format	Type	Description
W杯	2:02:09.184	0:00.000	decimal	Cue	
ファクト	1:56:50.806	0:00.000	decimal	Cue	
ファクトとオピニオン	1:44:30.260	0:00.000	decimal	Cue	
意志は有限	1:26:41.828	0:00.000	decimal	Cue	
土日の使い方	1:20:39.123	0:00.000	decimal	Cue	
来シーズン	1:14:36.879	0:00.000	decimal	Cue	
時間を作ることの大切さ	1:09:49.216	0:00.000	decimal	Cue	
チーム文化	57:52.235	0:00.000	decimal	Cue	
試行錯誤	49:43.263	0:00.000	decimal	Cue	
ロングスナッパーコーチ	37:14.000	0:00.000	decimal	Cue	
スナップ技術、アメリカと日本の違い	24:51.226	0:00.000	decimal	Cue	
ロングスナッパーとしての歴史	11:02.089	0:00.000	decimal	Cue	
アメフトのコーチ	4:28.013	0:00.000	decimal	Cue	
前口上	0:00.000	0:00.000	decimal	Cue	
