Name	Start	Duration	Time Format	Type	Description
打線・Kento編	0:00.000	0:00.000	decimal	Cue	
1. 志木高テニス部のオフ	3:11.667	0:00.000	decimal	Cue	
2. 映画	14:24.021	0:00.000	decimal	Cue	
3. マンタマンズ	30:27.094	0:00.000	decimal	Cue	
4. 旅	46:26.797	0:00.000	decimal	Cue	
5. アイルランドの農業	1:01:39.234	0:00.000	decimal	Cue	
6. 漫画 I''s (アイズ)	1:14:33.760	0:00.000	decimal	Cue	
7. ピアノ	1:24:27.420	0:00.000	decimal	Cue	
8. グランローザ潮の湯	1:38:47.287	0:00.000	decimal	Cue	
9. 能楽	1:46:28.908	0:00.000	decimal	Cue	
打線を振り返って	1:54:31.544	0:00.000	decimal	Cue	
