Name	Start	Duration	Time Format	Type	Description
Twitter Spaceを試験利用	0:00.000	0:00.000	decimal	Cue	
MPG振り返り	1:56.414	0:00.000	decimal	Cue	
MPG新シーズン	11:35.825	0:00.000	decimal	Cue	
ファンタジーNFL	22:16.476	0:00.000	decimal	Cue	
ベンガルズの注目選手	27:14.656	0:00.000	decimal	Cue	
プレーオフ振り返り	35:15.938	0:00.000	decimal	Cue	
LAラムズの勢い	38:05.559	0:00.000	decimal	Cue	
勝てないチームを支えた男	43:29.743	0:00.000	decimal	Cue	
チャンピオンシップ展望	45:39.785	0:00.000	decimal	Cue	
【準決展望】チーフスvsベンガルズ	46:19.349	0:00.000	decimal	Cue	
【準々振り返り】チーフスvsビルズ	48:46.001	0:00.000	decimal	Cue	
Q. ロングパス止められないのは何が原因？	49:23.696	0:00.000	decimal	Cue	
【準決展望】49ers vs ラムズ	53:53.208	0:00.000	decimal	Cue	
【準々振り返り】49ers vs パッカーズ	1:01:11.281	0:00.000	decimal	Cue	
Q. あのパントブロックはどうして起きた？	1:03:09.796	0:00.000	decimal	Cue	
入れないと負けるほうのFG	1:08:33.142	0:00.000	decimal	Cue	
【準々振り返り】ラムズvsバッカニアーズ	1:14:06.547	0:00.000	decimal	Cue	
神龍寺ナーガ戦	1:18:08.887	0:00.000	decimal	Cue	
ブレイディ引退	1:22:43.653	0:00.000	decimal	Cue	
アメフト選手の貫禄	1:28:40.779	0:00.000	decimal	Cue	
注目選手	1:35:14.019	0:00.000	decimal	Cue	
チャンピオンシップ展望	1:52:44.328	0:00.000	decimal	Cue	
プロボウル注目選手	2:03:11.384	0:00.000	decimal	Cue	
66ヤードマグナム	2:13:02.000	0:00.000	decimal	Cue	
スーパーボウル優勝オッズ	2:22:37.264	0:00.000	decimal	Cue	
初心者にオススメ:オードリーのNFL倶楽部	2:26:02.321	0:00.000	decimal	Cue	
Q.初心者は守備のどこに注目したらいいですか	2:30:53.971	0:00.000	decimal	Cue	
Q. アメフトの戦術変化を教えてください	2:32:51.512	0:00.000	decimal	Cue	
アメフト初心者の来シーズンの目標	2:47:33.515	0:00.000	decimal	Cue	
