Name	Start	Duration	Time Format	Type	Description
Yousician	0:00.000	0:00.000	decimal	Cue	
雪	0:56.346	0:00.000	decimal	Cue	
MPG	6:01.003	0:00.000	decimal	Cue	
YouTube編集	7:16.628	0:00.000	decimal	Cue	
W杯の注目ポイントを教えてください	14:06.599	0:00.000	decimal	Cue	
ここは押さえておけ！	20:56.770	0:00.000	decimal	Cue	
日本の同グループ	25:30.000	0:00.000	decimal	Cue	
他グループ	44:21.548	0:00.000	decimal	Cue	
やっぱり優勝候補？ブラジル	54:54.940	0:00.000	decimal	Cue	
注目はグループH	1:03:13.551	0:00.000	decimal	Cue	
みんなの注目試合	1:09:20.173	0:00.000	decimal	Cue	
W杯の思い出	1:30:25.783	0:00.000	decimal	Cue	
カタール机上旅行	1:34:57.001	0:00.000	decimal	Cue	
スケジュールどうする？	1:39:06.809	0:00.000	decimal	Cue	
激高フライト	1:51:03.713	0:00.000	decimal	Cue	
宿（大）問題	1:54:59.976	0:00.000	decimal	Cue	
サウジアラビアの宿	2:01:09.380	0:00.000	decimal	Cue	
宿発見？	2:03:11.398	0:00.000	decimal	Cue	
宿問題解決（？）	2:06:13.706	0:00.000	decimal	Cue	
ドーハ開催	2:10:35.361	0:00.000	decimal	Cue	
予算	2:12:00.594	0:00.000	decimal	Cue	
カタール開催の問題	2:13:52.573	0:00.000	decimal	Cue	
今後	2:28:31.916	0:00.000	decimal	Cue	
