Name	Start	Duration	Time Format	Type	Description
次回に向けて	2:00:10.611	0:00.000	decimal	Cue	
ブンデスリーガ	1:52:44.847	0:00.000	decimal	Cue	
リバプール	1:50:10.231	0:00.000	decimal	Cue	
プレミアリーグ	1:44:50.355	0:00.000	decimal	Cue	
リーグ・アン	1:41:28.653	0:00.000	decimal	Cue	
ラ・リーガ	1:39:21.958	0:00.000	decimal	Cue	
セリエA	1:34:43.647	0:00.000	decimal	Cue	
今年の抱負	1:27:42.222	0:00.000	decimal	Cue	
Jリーグ	1:05:44.922	0:00.000	decimal	Cue	
ビジネスサイド	48:00.704	0:00.000	decimal	Cue	
育成型期限付き移籍	43:23.511	0:00.000	decimal	Cue	
新加入選手	29:14.048	0:00.000	decimal	Cue	
三カ年計画	16:41.783	0:00.000	decimal	Cue	
浦和レッズ	4:35.996	0:00.000	decimal	Cue	
Concastサッカー支部	0:00.440	0:00.000	decimal	Cue	
