Name	Start	Duration	Time Format	Type	Description
M-1	0:00.000	0:00.000	decimal	Cue	
クリスマス・イブ	12:38.000	0:00.000	decimal	Cue	
帰国のバタバタ	19:40.000	0:00.000	decimal	Cue	
(トークテーマ) 今年印象に残ったこと	29:22.399	0:00.000	decimal	Cue	
Gota: コンキャスト100回	31:32.806	0:00.000	decimal	Cue	
Yuda: 習慣の一年	35:14.091	0:00.000	decimal	Cue	
Kondo: ダイエット　	40:19.401	0:00.000	decimal	Cue	
Gota: MPG	57:11.248	0:00.000	decimal	Cue	
Yuda: 結婚	1:04:59.504	0:00.000	decimal	Cue	
Kondo: ついに70歳のおばあちゃんにご飯断られる	1:13:50.843	0:00.000	decimal	Cue	
Kondo: ポーカー	1:21:40.000	0:00.000	decimal	Cue	
Gota: 日本に帰ったらみんな歳相応になってた	1:30:30.027	0:00.000	decimal	Cue	
Yuda: 転職	1:37:09.220	0:00.000	decimal	Cue	
自分と向き合う時間が増えた1年	1:42:20.000	0:00.000	decimal	Cue	
