Name	Start	Duration	Time Format	Type	Description
ミズーリ号のうのくん	0:00.000	0:00.000	decimal	Cue	
ガーナでクラファン	9:30.000	0:00.000	decimal	Cue	
銀行の中の官僚	20:15.435	0:00.000	decimal	Cue	
地元会	31:25.958	0:00.000	decimal	Cue	
結婚	37:45.000	0:00.000	decimal	Cue	
中学受験	47:55.000	0:00.000	decimal	Cue	
「仕事にしたいこと」ってナニ？	1:00:24.138	0:00.000	decimal	Cue	
「肩書き」ってナニ？	1:08:37.560	0:00.000	decimal	Cue	
前提の共有	1:14:26.505	0:00.000	decimal	Cue	
ガーナの生活	1:21:15.184	0:00.000	decimal	Cue	
本・YouTube	1:30:08.966	0:00.000	decimal	Cue	
始めたい趣味	1:53:58.249	0:00.000	decimal	Cue	
おたより	1:55:40.588	0:00.000	decimal	Cue	
仏像・御朱印	2:07:40.000	0:00.000	decimal	Cue	
山田五郎オトナの教養講座	2:15:15.950	0:00.000	decimal	Cue	
クラウドファンディング	2:32:49.182	0:00.000	decimal	Cue	
