Name	Start	Duration	Time Format	Type	Description
Noah	0:00.000	0:00.000	decimal	Cue	
ハンガリー旅行	3:18.518	0:00.000	decimal	Cue	
日本旅行	6:29.093	0:00.000	decimal	Cue	
浦和レッズ	12:16.367	0:00.000	decimal	Cue	
アイデンティティはサポーターに	24:25.408	0:00.000	decimal	Cue	
ミシャ	26:52.070	0:00.000	decimal	Cue	
浦和レッズインターナショナルコミュニティ	32:25.830	0:00.000	decimal	Cue	
来日	46:45.886	0:00.000	decimal	Cue	
はじめての日本：出会い	54:18.506	0:00.000	decimal	Cue	
2回目：1年半後	1:06:23.083	0:00.000	decimal	Cue	
3回目	1:08:43.252	0:00.000	decimal	Cue	
埼スタに来たわけ	1:26:39.693	0:00.000	decimal	Cue	
ドイツサッカー	1:34:15.031	0:00.000	decimal	Cue	
カタール	1:50:00.515	0:00.000	decimal	Cue	
6回目の来日へ	2:05:50.546	0:00.000	decimal	Cue	
日本ではたらく	2:15:35.529	0:00.000	decimal	Cue	
AuBで働くとしたら	2:16:55.765	0:00.000	decimal	Cue	
将来の夢	2:32:14.015	0:00.000	decimal	Cue	
インターナショナル	2:46:21.242	0:00.000	decimal	Cue	
