Name	Start	Duration	Time Format	Type	Description
声に出して読みたい日本語	0:00.000	0:00.000	decimal	Cue	
ひびきを求めて	3:35.834	0:00.000	decimal	Cue	
Gota 一発目	5:15.647	0:00.000	decimal	Cue	
Yuda 一発目	8:02.314	0:00.000	decimal	Cue	
Kondo 一発目	9:18.218	0:00.000	decimal	Cue	
Gota 二周目	11:43.965	0:00.000	decimal	Cue	
Yuda 二周目	15:33.480	0:00.000	decimal	Cue	
Kondo 二周目	17:51.682	0:00.000	decimal	Cue	
Gota ３つめ	20:24.882	0:00.000	decimal	Cue	
アクセント	22:37.751	0:00.000	decimal	Cue	
Yuda そろそろかぶりそう３つめ	24:47.490	0:00.000	decimal	Cue	
Kondo 本命の３つめ	29:58.743	0:00.000	decimal	Cue	
Gota エース	33:40.535	0:00.000	decimal	Cue	
夫婦生活に大切なもの	36:01.219	0:00.000	decimal	Cue	
Yuda エース	37:08.379	0:00.000	decimal	Cue	
Kondo ４番目	41:56.093	0:00.000	decimal	Cue	
Gota 締め	50:38.894	0:00.000	decimal	Cue	
Yuda 漢字一文字で	54:42.042	0:00.000	decimal	Cue	
Kondo 迷ったラスト	1:01:13.410	0:00.000	decimal	Cue	
【漏れたネタ】	1:04:41.925	0:00.000	decimal	Cue	
火・雨に関する言葉	1:05:06.161	0:00.000	decimal	Cue	
サプライズ選出	1:10:40.934	0:00.000	decimal	Cue	
子供につけたい名前	1:12:08.617	0:00.000	decimal	Cue	
社会	1:15:06.147	0:00.000	decimal	Cue	
Mr.Children	1:17:51.201	0:00.000	decimal	Cue	
世界に広がる日本の古典	1:20:03.527	0:00.000	decimal	Cue	
駅名	1:23:07.144	0:00.000	decimal	Cue	
天気	1:27:15.073	0:00.000	decimal	Cue	
漫画家もきっとやっている	1:29:51.325	0:00.000	decimal	Cue	
理科	1:31:34.539	0:00.000	decimal	Cue	
プラムネクタリン問題	1:32:42.115	0:00.000	decimal	Cue	
奇才のかっこいい名前	1:33:22.832	0:00.000	decimal	Cue	
傾向が見えてきた	1:35:05.000	0:00.000	decimal	Cue	
生もみじまんじゅうくらいオススメ	1:36:30.000	0:00.000	decimal	Cue	
子供の名前	1:43:44.186	0:00.000	decimal	Cue	
ドヤッ	1:45:53.623	0:00.000	decimal	Cue	
