Name	Start	Duration	Time Format	Type	Description
真面目	1:13:21.899	0:00.000	decimal	Cue	
子育て	1:21:38.023	0:00.000	decimal	Cue	
地震・花粉症	0:00.000	0:00.000	decimal	Cue	
依存	46:48.899	0:00.000	decimal	Cue	
今年一驚いたこと・チョコプラ	7:05.794	0:00.000	decimal	Cue	
ソーシャルイメージ	57:30.165	0:00.000	decimal	Cue	
アフタートーク	2:05:12.534	0:00.000	decimal	Cue	
アスガルディア	1:57:45.462	0:00.000	decimal	Cue	
この先はKondoの声を想像しながらお楽しみください	1:58:30.859	0:00.000	decimal	Cue	
おたより・ビットコイン	1:46:52.641	0:00.000	decimal	Cue	
Recap: 五輪委員会	1:36:00.382	0:00.000	decimal	Cue	
HWN・児童放置事件	22:16.221	0:00.000	decimal	Cue	
